GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0051302	regulation of cell division	2.0168936379686083e-9	2.0168936379686083e-9	+1	MYC,KIF20A,PLK1,KIF14,AURKB,BLM,RACK1,CIT,KIF20B,BIRC5,AURKA,CENPV,FSD1,ECT2,KIF18B,INCENP,KIF23,PKP4,KAT2A,CALM1,RACGAP1,NUP62,WDR5,MYO19,CDCA8,AHCTF1,E2F8,FGFR2,GIT1,HDGF,SFN
GO:0032508	DNA duplex unwinding	3.2446324848458425e-9	3.2446324848458425e-9	+1	TOP2A,HMGA1,CDC45,MCM5,BLM,MCM4,GINS2,MCM3,MCM7,DHX9,MCM2,PIF1,MCM6,DDX11,RECQL4,GINS4,NBN,RPA1
GO:0007062	sister chromatid cohesion	3.731481459414184e-9	3.731481459414184e-9	+1	RAD21,PLK1,FEN1,BUB1,SMC1A,ESPL1,SMC3,KIF22,CDCA5,DSCC1,BUB1B,DDX11,ATRX,STAG2,PDS5A,SGO2,BOD1,STAG1,CTCF
GO:0044786	cell cycle DNA replication	4.063041585019186e-9	4.063041585019186e-9	+1	POLA1,CDC45,CDT1,BLM,FEN1,MCM4,MCM3,PCNA,MCM2,MCM6,DNA2,FBXO5,ATRX,ZPR1,E2F8,LIG1
GO:0043484	regulation of RNA splicing	4.622356693605603e-9	4.622356693605603e-9	+1	HNRNPA1,PTBP1,CELF2,NCL,CLNS1A,C1QBP,HNRNPU,U2AF2,RBM38,HNRNPL,SRSF4,HNRNPH1,TAF9,DAZAP1,SRSF3,KAT2A,HNRNPH3,RBM15B,RNPS1,TRA2B,SF3B5,KHDRBS3,TRRAP,FUS,ZPR1,SRSF1,SRSF9,RBMX,MBNL1,ACIN1,SRPK1,QKI,SRSF6,SRSF7,PRMT5
GO:0048024	regulation of mRNA splicing, via spliceosome	5.252685156004894e-9	5.252685156004894e-9	+1	HNRNPA1,PTBP1,CELF2,NCL,CLNS1A,C1QBP,HNRNPU,U2AF2,RBM38,HNRNPL,SRSF4,DAZAP1,SRSF3,RBM15B,RNPS1,TRA2B,KHDRBS3,SRSF9,RBMX,MBNL1,ACIN1,SRPK1,QKI,SRSF6,SRSF7,PRMT5
GO:0034502	protein localization to chromosome	9.552744741123472e-9	9.552744741123472e-9	+1	RAD21,CDK1,PLK1,DKC1,NDC80,AURKB,CDT1,CCT7,RCC2,MSH2,KNTC1,CENPA,CDCA5,TTK,CCT3,CCT4,CCT2,ZW10,XRCC5,KNL1,CCT8,ATRX,RUVBL2,BOD1,MTBP,CTCF,RPA1
GO:0044839	cell cycle G2/M phase transition	1.1165881264356085e-8	1.1165881264356085e-8	+1	BRCA1,NPM1,CDK1,CCNA2,PLK1,FOXM1,CCNB1,KIF14,AURKB,BLM,RCC2,TICRR,AURKA,CHEK1,CENPF,CLSPN,DTL,CDC25A,ORC1,CDK14,FBXO5,MELK,FZR1,NBN,CDKN2A,ENSA,ATM,CDK4,PKMYT1,ATAD5
GO:0051315	attachment of mitotic spindle microtubules to kinetochore	1.386501131449279e-8	1.386501131449279e-8	+1	KIF2C,NDC80,AURKB,CDT1,CENPE,SEH1L,BIRC5,HNRNPU,NUF2,INCENP,CDCA8,BOD1
GO:0050684	regulation of mRNA processing	1.9396976786017475e-8	1.9396976786017475e-8	+1	HNRNPA1,PTBP1,CELF2,NCL,CLNS1A,C1QBP,AHCYL1,HNRNPU,U2AF2,RBM38,HNRNPL,SRSF4,DAZAP1,DHX9,NUDT21,SRSF3,RBM15B,RNPS1,TRA2B,KHDRBS3,SRSF9,RBMX,MBNL1,ACIN1,SRPK1,QKI,SRSF6,SRSF7,PRMT5
GO:0000086	G2/M transition of mitotic cell cycle	2.3019950396734692e-8	2.3019950396734692e-8	+1	BRCA1,CDK1,CCNA2,PLK1,FOXM1,CCNB1,KIF14,AURKB,BLM,RCC2,TICRR,AURKA,CHEK1,CENPF,CLSPN,DTL,CDC25A,ORC1,CDK14,FBXO5,MELK,FZR1,NBN,CDKN2A,ENSA,ATM,CDK4,PKMYT1
GO:0051988	regulation of attachment of spindle microtubules to kinetochore	2.7652967333001056e-8	2.7652967333001056e-8	+1	CCNB1,AURKB,RCC2,BIRC5,HNRNPU,NEK2,ECT2,INCENP,SPAG5,RACGAP1,CDCA8
GO:1902749	regulation of cell cycle G2/M phase transition	2.9775214842471578e-8	2.9775214842471578e-8	+1	BRCA1,NPM1,CDK1,PLK1,CCNB1,KIF14,AURKB,BLM,RCC2,TICRR,AURKA,CHEK1,CENPF,CLSPN,DTL,CDC25A,ORC1,FBXO5,FZR1,NBN,CDKN2A,ATM,CDK4,ATAD5
GO:0006270	DNA replication initiation	4.5830053123640984e-8	4.5830053123640984e-8	+1	POLA1,CDC45,MCM5,CDT1,MCM10,TICRR,MCM4,MCM3,MCM7,MCM2,MCM6,ORC1,NBN,PRIM1
GO:0000727	double-strand break repair via break-induced replication	6.521017001341647e-8	6.521017001341647e-8	+1	CDC45,MCM5,MCM4,GINS2,MCM3,MCM7,MCM2,MCM6,GINS4
GO:0000281	mitotic cytokinesis	6.58826986510099e-8	6.58826986510099e-8	+1	STMN1,KIF20A,PLK1,NUSAP1,KIF4A,AURKB,CEP55,CIT,KIF20B,BIRC5,ESPL1,CENPA,ECT2,INCENP,KIF23,ANK3,SEPTIN6,RACGAP1,CKAP2,NUP62,CNTROB,CDCA8
GO:0010389	regulation of G2/M transition of mitotic cell cycle	8.323737121735095e-8	8.323737121735095e-8	+1	BRCA1,CDK1,PLK1,CCNB1,KIF14,AURKB,BLM,RCC2,TICRR,AURKA,CHEK1,CENPF,CLSPN,DTL,CDC25A,ORC1,FBXO5,FZR1,NBN,CDKN2A,ATM,CDK4
GO:0010833	telomere maintenance via telomere lengthening	8.323737121735095e-8	8.323737121735095e-8	+1	HNRNPA1,DKC1,HNRNPC,AURKB,HSP90AB1,MAP3K4,CCT7,PARP1,HNRNPU,NEK2,NHP2,CCT3,CCT4,CCT2,PIF1,HNRNPA2B1,XRCC5,CCT8,HSP90AA1,PTGES3,ATM,RPA1
GO:0045930	negative regulation of mitotic cell cycle	9.508895777510658e-8	9.508895777510658e-8	+1	BRCA1,CDK1,ZWINT,CDC20,PLK1,CCNB1,NDC80,MAD2L1,AURKB,CDT1,BLM,BUB1,TICRR,BIRC5,TPR,SPC24,NUF2,KNTC1,CHEK1,CENPF,PTEN,TTK,FANCD2,GTSE1,INCENP,ZW10,CLSPN,DTL,BUB1B,ORC1,FBXO5,CDCA8,JADE1,FZR1,NBN,ATM
GO:0006278	RNA-templated DNA biosynthetic process	1.0346404630827993e-7	1.0346404630827993e-7	+1	HNRNPA1,DKC1,HNRNPC,AURKB,HSP90AB1,MAP3K4,CCT7,HNRNPU,NEK2,NHP2,CCT3,CCT4,CCT2,PIF1,XRCC5,CCT8,HSP90AA1,PTGES3,ATM,RPA1
GO:0007004	telomere maintenance via telomerase	1.0346404630827993e-7	1.0346404630827993e-7	+1	HNRNPA1,DKC1,HNRNPC,AURKB,HSP90AB1,MAP3K4,CCT7,HNRNPU,NEK2,NHP2,CCT3,CCT4,CCT2,PIF1,XRCC5,CCT8,HSP90AA1,PTGES3,ATM,RPA1
GO:0048025	negative regulation of mRNA splicing, via spliceosome	1.1417025836105459e-7	1.1417025836105459e-7	+1	PTBP1,C1QBP,U2AF2,SRSF4,RNPS1,SRSF9,RBMX,ACIN1,SRSF6,SRSF7
GO:0030174	regulation of DNA-templated DNA replication initiation	1.8638858864748303e-7	1.8638858864748303e-7	+1	MCM5,CDT1,TICRR,MCM4,MCM3,MCM7,MCM2,MCM6,NBN
GO:0042255	ribosome assembly	2.1556904396223481e-7	2.1556904396223481e-7	+1	NPM1,BOP1,RPL5,C1QBP,NLE1,RPSA,RPS14,RPL6,RPL10,RPS5,XRCC5,DHX37,RPS15,RPS28,RPS27,EIF6,RPL11
GO:1903312	negative regulation of mRNA metabolic process	2.1738630800385862e-7	2.1738630800385862e-7	+1	PTBP1,HNRNPC,C1QBP,HNRNPU,U2AF2,RBM38,HNRNPD,SRSF4,DHX9,RNPS1,SYNCRIP,FUS,SRSF9,RBMX,ELAVL1,E2F1,ACIN1,SRSF6,SRSF7,YBX1,PKP3
GO:0032465	regulation of cytokinesis	2.552900091728935e-7	2.552900091728935e-7	+1	KIF20A,PLK1,KIF14,AURKB,CIT,KIF20B,BIRC5,AURKA,CENPV,FSD1,ECT2,INCENP,KIF23,PKP4,CALM1,RACGAP1,NUP62,MYO19,CDCA8,AHCTF1,E2F8,GIT1
GO:0030261	chromosome condensation	2.661480802512208e-7	2.661480802512208e-7	+1	TOP2A,NCAPD2,NCAPD3,H1-0,NCAPH,PLK1,NCAPG,NUSAP1,SMC2,CDCA5,H1-10,KMT5A,SMC4,ACIN1
GO:0051438	regulation of ubiquitin-protein transferase activity	4.324829882403114e-7	4.324829882403114e-7	+1	UBE2C,CDC20,PLK1,RPL5,MAD2L1,UBE2S,PTEN,RPS7,RPS2,DCUN1D5,BUB1B,FBXO5,RPL23,FZR1,CDKN2A,RPL11
GO:0007076	mitotic chromosome condensation	5.083014639779391e-7	5.083014639779391e-7	+1	NCAPD2,NCAPD3,NCAPH,PLK1,NCAPG,NUSAP1,SMC2,CDCA5,KMT5A,SMC4
GO:1903083	protein localization to condensed chromosome	5.083014639779391e-7	5.083014639779391e-7	+1	CDK1,NDC80,AURKB,CDT1,RCC2,KNTC1,TTK,ZW10,KNL1,MTBP
GO:0050686	negative regulation of mRNA processing	5.083014639779391e-7	5.083014639779391e-7	+1	PTBP1,C1QBP,U2AF2,SRSF4,RNPS1,SRSF9,RBMX,ACIN1,SRSF6,SRSF7
GO:0034501	protein localization to kinetochore	5.083014639779391e-7	5.083014639779391e-7	+1	CDK1,NDC80,AURKB,CDT1,RCC2,KNTC1,TTK,ZW10,KNL1,MTBP
GO:0000910	cytokinesis	6.441898029304345e-7	6.441898029304345e-7	+1	STMN1,KIF20A,PLK1,NUSAP1,KIF14,KIF4A,AURKB,CEP55,CIT,KIF20B,BIRC5,AURKA,CENPV,ESPL1,FSD1,CENPA,ECT2,INCENP,KIF23,PKP4,ANK3,CALM1,SEPTIN6,RACGAP1,CKAP2,NUP62,CNTROB,MYO19,CDCA8,AHCTF1,E2F8,GIT1
GO:1901989	positive regulation of cell cycle phase transition	7.061965345317525e-7	7.061965345317525e-7	+1	NPM1,CDK1,FAM83D,UBE2C,ANAPC5,CCNB1,RRM2,CDT1,DLGAP5,RCC2,ESPL1,STIL,CDCA5,DTL,CDC25A,FBXO5,THOC1,TFDP1,CDK4,ATAD5,MTBP,ANAPC7
GO:0045943	positive regulation of transcription by RNA polymerase I	7.061965345317525e-7	7.061965345317525e-7	+1	ATF4,DEK,NCL,UBTF,DDX21,DDX11,MYBBP1A,MARS1,WDR75,SMARCB1,HEATR1,NOL11,WDR43
GO:0033260	nuclear DNA replication	7.061965345317525e-7	7.061965345317525e-7	+1	POLA1,CDC45,CDT1,BLM,FEN1,MCM4,MCM3,PCNA,MCM2,MCM6,DNA2,ATRX,LIG1
GO:0006282	regulation of DNA repair	7.738111298449067e-7	7.738111298449067e-7	+1	RPS3,H2AX,DEK,BRCA1,HMGB1,FOXM1,RUVBL1,TRIM28,PARP1,KDM1A,CHEK1,MAGEF1,USP1,TAF9,PCNA,UBQLN4,DHX9,KAT2A,SMARCC1,MRGBP,SMARCC2,DDX11,RAD51AP1,SF3B5,PARPBP,RIF1,SMARCB1,TRRAP,FUS,CEBPG,TWIST1,RUVBL2,ACTL6A,MMS19
GO:1904874	positive regulation of telomerase RNA localization to Cajal body	0.0000010467947290035295	0.0000010467947290035295	+1	DKC1,RUVBL1,CCT7,NHP2,CCT3,CCT4,CCT2,CCT8,RUVBL2
GO:1903490	positive regulation of mitotic cytokinesis	0.000001326616498677829	0.000001326616498677829	+1	AURKB,KIF20B,BIRC5,INCENP,NUP62,CDCA8
GO:0032204	regulation of telomere maintenance	0.0000014794522913230038	0.0000014794522913230038	+1	MYC,HNRNPA1,HNRNPC,AURKB,MAP3K4,CCT7,PARP1,HNRNPU,NEK2,HNRNPD,CCT3,CCT4,CCT2,SMC6,PIF1,HNRNPA2B1,XRCC5,CCT8,ATRX,NBN,ATM
GO:0051781	positive regulation of cell division	0.000002941354520628424	0.000002941354520628424	+1	KIF14,AURKB,CIT,KIF20B,BIRC5,CENPV,ECT2,INCENP,KIF23,PKP4,RACGAP1,NUP62,CDCA8,FGFR2,HDGF
GO:0045739	positive regulation of DNA repair	0.0000029699956126465175	0.0000029699956126465175	+1	RPS3,H2AX,BRCA1,HMGB1,FOXM1,RUVBL1,TRIM28,PARP1,USP1,PCNA,DHX9,SMARCC1,MRGBP,SMARCC2,DDX11,RAD51AP1,RIF1,SMARCB1,TRRAP,FUS,CEBPG,RUVBL2,ACTL6A,MMS19
GO:0033119	negative regulation of RNA splicing	0.0000032099446797118477	0.0000032099446797118477	+1	PTBP1,C1QBP,U2AF2,SRSF4,RNPS1,SRSF9,RBMX,ACIN1,SRSF6,SRSF7
GO:0032986	protein-DNA complex disassembly	0.0000032099446797118477	0.0000032099446797118477	+1	MYC,HMGA1,SSRP1,SUPT16H,SET,SMARCC1,SMARCC2,SMARCB1,RPL23,GRWD1
GO:0051321	meiotic cell cycle	0.0000035101354479314804	0.0000035101354479314804	+1	TOP2A,RAD21,NCAPD2,NCAPD3,CDC20,ANAPC5,PTTG1,BUB1,FBXO43,SMC1A,ESPL1,NUF2,CENPX,SMC3,TTK,FANCD2,INCENP,BRIP1,ZW10,RAD54L,CDC25A,BUB1B,RAD51AP1,ANAPC1,FBXO5,FZR1,ATM,SGO2,PKMYT1,TOP2B,ANAPC7,RPA1,XRCC2
GO:0051383	kinetochore organization	0.000004299578977031661	0.000004299578977031661	+1	NDC80,CDT1,CENPE,DLGAP5,NUF2,KNTC1,CENPA,CENPF,CENPW
GO:0051231	spindle elongation	0.000004428560461589446	0.000004428560461589446	+1	KIF11,KIF4A,AURKB,BIRC5,INCENP,KIF23,RACGAP1,CDCA8
GO:1900262	regulation of DNA-directed DNA polymerase activity	0.000004428560461589446	0.000004428560461589446	+1	GINS2,RFC5,DSCC1,PCNA,RFC3,CHTF18,RFC4,GINS4
GO:1900264	positive regulation of DNA-directed DNA polymerase activity	0.000004428560461589446	0.000004428560461589446	+1	GINS2,RFC5,DSCC1,PCNA,RFC3,CHTF18,RFC4,GINS4
GO:1901992	positive regulation of mitotic cell cycle phase transition	0.000004852921733097338	0.000004852921733097338	+1	CDK1,UBE2C,ANAPC5,CCNB1,RRM2,CDT1,DLGAP5,RCC2,ESPL1,STIL,CDCA5,DTL,CDC25A,FBXO5,TFDP1,CDK4,MTBP,ANAPC7
GO:0051053	negative regulation of DNA metabolic process	0.000004948568898346246	0.000004948568898346246	+1	RPS3,HNRNPA1,H1-0,HNRNPC,CDT1,BLM,PARP1,HNRNPU,MSH2,H1-10,MAGEF1,DACH1,UBQLN4,PIF1,XRCC5,KMT2A,PARPBP,RIF1,FBXO5,TSPYL2,TWIST1,THOC1,PDS5A,NBN,ATM
GO:0065004	protein-DNA complex assembly	0.000005279377299931174	0.000005279377299931174	+1	H2AX,ANP32B,NPM1,HMGB1,ASF1B,HMGB2,SSRP1,CDC45,CDT1,CENPE,DLGAP5,CENPV,NASP,SUPT16H,KNTC1,CENPA,CENPF,SET,TAF9,H3-3B,RSF1,RBBP4,NAP1L1,POLR1E,ATRX,CHAF1B,CHAF1A,POLE3,DNAJC9,GRWD1,HJURP,CENPW
GO:0051236	establishment of RNA localization	0.000006969861842100664	0.000006969861842100664	+1	HNRNPA1,NPM1,XPOT,PEG10,TPR,NUP107,RAN,DHX9,SRSF3,HNRNPA2B1,NUP188,NUP85,RBM15B,NUP62,KPNB1,NUP93,THOC1,ATM,XPO5,THOC3,THOC6,YBX1,CASC3
GO:0034728	nucleosome organization	0.000006969861842100664	0.000006969861842100664	+1	H2AX,ANP32B,HMGA1,NPM1,ASF1B,HMGB2,SSRP1,NASP,SUPT16H,SET,H3-3B,RSF1,SMARCC1,SMARCC2,RBBP4,NAP1L1,SMARCB1,ATRX,CHAF1B,CHAF1A,POLE3,DNAJC9,GRWD1
GO:1904667	negative regulation of ubiquitin protein ligase activity	0.000007425285794398984	0.000007425285794398984	+1	RPL5,MAD2L1,RPS7,FBXO5,RPL23,CDKN2A,RPL11
GO:1904872	regulation of telomerase RNA localization to Cajal body	0.000007740994355925538	0.000007740994355925538	+1	DKC1,RUVBL1,CCT7,NHP2,CCT3,CCT4,CCT2,CCT8,RUVBL2
GO:0000470	maturation of LSU-rRNA	0.00000775739524076353	0.00000775739524076353	+1	BOP1,RPL7,RPL7L1,RPL10A,NHP2,LAS1L,RSL1D1,PES1,DDX18,EIF6,WDR12
GO:0006360	transcription by RNA polymerase I	0.000008465571113080477	0.000008465571113080477	+1	ATF4,DEK,NCL,TCOF1,UBTF,DDX21,DDX11,MYBBP1A,POLR1E,MARS1,WDR75,SMARCB1,HEATR1,NOL11,WDR43
GO:0071459	protein localization to chromosome, centromeric region	0.000008634884715594466	0.000008634884715594466	+1	CDK1,NDC80,AURKB,CDT1,RCC2,KNTC1,CENPA,TTK,ZW10,KNL1,BOD1,MTBP,CTCF
GO:0061640	cytoskeleton-dependent cytokinesis	0.000008677557514743381	0.000008677557514743381	+1	STMN1,KIF20A,PLK1,NUSAP1,KIF4A,AURKB,CEP55,CIT,KIF20B,BIRC5,ESPL1,CENPA,ECT2,INCENP,KIF23,ANK3,SEPTIN6,RACGAP1,CKAP2,NUP62,CNTROB,CDCA8
GO:0000380	alternative mRNA splicing, via spliceosome	0.000008900222213672437	0.000008900222213672437	+1	HNRNPA1,PTBP1,CELF2,HNRNPU,RBM38,HNRNPL,HNRNPM,DHX9,RBM15B,RNPS1,TRA2B,KHDRBS3,SFPQ,SRSF1,SRSF9,RBMX,MBNL1,SRSF6
GO:0030490	maturation of SSU-rRNA	0.000010221028969400129	0.000010221028969400129	+1	RPS21,RPS14,DHX37,RPS8,TSR1,RPS28,HEATR1,NOL11,KRI1,UTP20,RPP40,WDR43,WDR3,UTP4
GO:0032206	positive regulation of telomere maintenance	0.000010853333833006778	0.000010853333833006778	+1	HNRNPA1,AURKB,MAP3K4,CCT7,NEK2,HNRNPD,CCT3,CCT4,CCT2,HNRNPA2B1,XRCC5,CCT8,ATRX,NBN,ATM
GO:0032467	positive regulation of cytokinesis	0.000011667691324768265	0.000011667691324768265	+1	KIF14,AURKB,CIT,KIF20B,BIRC5,CENPV,ECT2,INCENP,KIF23,PKP4,RACGAP1,NUP62,CDCA8
GO:0006356	regulation of transcription by RNA polymerase I	0.000011667691324768265	0.000011667691324768265	+1	ATF4,DEK,NCL,UBTF,DDX21,DDX11,MYBBP1A,MARS1,WDR75,SMARCB1,HEATR1,NOL11,WDR43
GO:0090685	RNA localization to nucleus	0.000013069995997198356	0.000013069995997198356	+1	DKC1,RUVBL1,CCT7,NHP2,CCT3,CCT4,CCT2,CCT8,RUVBL2
GO:0090670	RNA localization to Cajal body	0.000013069995997198356	0.000013069995997198356	+1	DKC1,RUVBL1,CCT7,NHP2,CCT3,CCT4,CCT2,CCT8,RUVBL2
GO:0090671	telomerase RNA localization to Cajal body	0.000013069995997198356	0.000013069995997198356	+1	DKC1,RUVBL1,CCT7,NHP2,CCT3,CCT4,CCT2,CCT8,RUVBL2
GO:0090672	telomerase RNA localization	0.000013069995997198356	0.000013069995997198356	+1	DKC1,RUVBL1,CCT7,NHP2,CCT3,CCT4,CCT2,CCT8,RUVBL2
GO:1901970	positive regulation of mitotic sister chromatid separation	0.000013069995997198356	0.000013069995997198356	+1	ANAPC5,AURKB,CDT1,DLGAP5,BIRC5,ESPL1,INCENP,CDCA8,ANAPC7
GO:0051444	negative regulation of ubiquitin-protein transferase activity	0.000013069995997198356	0.000013069995997198356	+1	CDC20,RPL5,MAD2L1,RPS7,BUB1B,FBXO5,RPL23,CDKN2A,RPL11
GO:0051972	regulation of telomerase activity	0.000013080134748538343	0.000013080134748538343	+1	MYC,DKC1,AURKB,HSP90AB1,MAP3K4,NEK2,HNRNPD,CCT4,CCT2,PIF1,HNRNPA2B1,XRCC5,HSP90AA1,PTGES3
GO:1904356	regulation of telomere maintenance via telomere lengthening	0.000013080134748538343	0.000013080134748538343	+1	HNRNPA1,HNRNPC,AURKB,MAP3K4,CCT7,PARP1,HNRNPU,NEK2,CCT3,CCT4,CCT2,PIF1,HNRNPA2B1,XRCC5,CCT8,ATM
GO:0031570	DNA integrity checkpoint signaling	0.000014349002488891779	0.000014349002488891779	+1	H2AX,BRCA1,CDK1,PLK1,CDC45,CDT1,BLM,TICRR,CHEK1,FANCD2,GTSE1,BRIP1,CLSPN,DTL,PRPF19,DNA2,ORC1,RHNO1,FZR1,THOC1,NBN,E2F1,ATM
GO:0072331	signal transduction by p53 class mediator	0.000014404333585024339	0.000014404333585024339	+1	MYC,BOP1,DDIT4,FOXM1,RPL5,AURKB,KDM1A,AURKA,CHEK1,GTSE1,RPS7,TAF9,KMT5A,EIF5A,RPS15,TAF9B,MYBBP1A,ATRX,TMEM109,RPL23,SMYD2,TWIST1,NBN,ATM,RPL11,PRMT5
GO:0006284	base-excision repair	0.00001531103034530487	0.00001531103034530487	+1	RPS3,HMGA1,UNG,FEN1,PRMT6,POLD1,APEX1,DNA2,APEX2,LIG1,NEIL3,RPA1,POLE
GO:0050658	RNA transport	0.000015754225875582986	0.000015754225875582986	+1	HNRNPA1,NPM1,XPOT,PEG10,TPR,NUP107,RAN,DHX9,SRSF3,HNRNPA2B1,NUP188,NUP85,RBM15B,NUP62,KPNB1,NUP93,THOC1,XPO5,THOC3,THOC6,YBX1,CASC3
GO:0050657	nucleic acid transport	0.000015754225875582986	0.000015754225875582986	+1	HNRNPA1,NPM1,XPOT,PEG10,TPR,NUP107,RAN,DHX9,SRSF3,HNRNPA2B1,NUP188,NUP85,RBM15B,NUP62,KPNB1,NUP93,THOC1,XPO5,THOC3,THOC6,YBX1,CASC3
GO:1904358	positive regulation of telomere maintenance via telomere lengthening	0.00001659669594597148	0.00001659669594597148	+1	HNRNPA1,AURKB,MAP3K4,CCT7,NEK2,CCT3,CCT4,CCT2,HNRNPA2B1,XRCC5,CCT8,ATM
GO:0045005	DNA-templated DNA replication maintenance of fidelity	0.000017045739681866295	0.000017045739681866295	+1	BRCA1,BLM,PARP1,NUCKS1,POLD1,CENPX,PCNA,DDX11,DNA2,CARM1,ATRX,THOC1,NBN,TONSL,POLE
GO:0051256	mitotic spindle midzone assembly	0.00001730670073484442	0.00001730670073484442	+1	KIF4A,AURKB,BIRC5,INCENP,KIF23,RACGAP1,CDCA8
GO:0051987	positive regulation of attachment of spindle microtubules to kinetochore	0.00001730670073484442	0.00001730670073484442	+1	CCNB1,AURKB,RCC2,BIRC5,HNRNPU,INCENP,CDCA8
GO:1902969	mitotic DNA replication	0.00001730670073484442	0.00001730670073484442	+1	POLA1,CDC45,MCM4,MCM3,MCM2,MCM6,LIG1
GO:0000245	spliceosomal complex assembly	0.00001777870689942952	0.00001777870689942952	+1	CELF2,SCAF11,SNRPD2,SNRNP200,PRPF19,SF3B5,PHF5A,SNRPF,SF3A3,PSIP1,SRSF1,SRSF9,USP39,SRPK1,SNRPB,SRSF6,SNRPE
GO:1905821	positive regulation of chromosome condensation	0.000017791026821172575	0.000017791026821172575	+1	NCAPD2,NCAPH,NCAPG,SMC2,SMC4
GO:0006405	RNA export from nucleus	0.000018530074450773312	0.000018530074450773312	+1	HNRNPA1,NPM1,XPOT,TPR,NUP107,RAN,DHX9,SRSF3,HNRNPA2B1,NUP188,NUP85,RBM15B,NUP62,NUP93,THOC1,XPO5,THOC3,THOC6,CASC3
GO:0045931	positive regulation of mitotic cell cycle	0.00002099707331427318	0.00002099707331427318	+1	CDK1,UBE2C,ANAPC5,CCNB1,EIF4EBP1,RRM2,CDT1,DLGAP5,RCC2,AURKA,ESPL1,STIL,CDCA5,DTL,CDC25A,FBXO5,TFDP1,CDK4,MTBP,ANAPC7
GO:0051984	positive regulation of chromosome segregation	0.00002099707331427318	0.00002099707331427318	+1	CCNB1,AURKB,CDT1,RCC2,BIRC5,HNRNPU,INCENP,SMC6,CDCA8
GO:0007095	mitotic G2 DNA damage checkpoint signaling	0.000022491502310226354	0.000022491502310226354	+1	BRCA1,CDK1,PLK1,BLM,TICRR,CHEK1,CLSPN,DTL,FZR1,NBN,ATM
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.000022491502310226354	0.000022491502310226354	+1	RPS21,RPS14,DHX37,RPS8,TSR1,HEATR1,KRI1,UTP20,RPP40,WDR43,UTP4
GO:1901796	regulation of signal transduction by p53 class mediator	0.00002602514042380803	0.00002602514042380803	+1	MYC,BOP1,RPL5,AURKB,KDM1A,AURKA,CHEK1,RPS7,TAF9,KMT5A,EIF5A,RPS15,TAF9B,RPL23,SMYD2,TWIST1,ATM,RPL11,PRMT5
GO:0051168	nuclear export	0.000026132868316873546	0.000026132868316873546	+1	ANP32B,HNRNPA1,NPM1,XPOT,CSE1L,TPR,NUP107,RAN,DHX9,SRSF3,HNRNPA2B1,NUP188,NUP85,RBM15B,RPS15,NUP62,ABCE1,NUP93,THOC1,EIF6,XPO5,THOC3,XPO7,THOC6,RANGAP1,CASC3
GO:2001022	positive regulation of response to DNA damage stimulus	0.00002964005873828622	0.00002964005873828622	+1	RPS3,H2AX,MYC,BRCA1,HMGB1,FOXM1,RUVBL1,TRIM28,PARP1,USP1,PCNA,DHX9,SMARCC1,MRGBP,SMARCC2,DDX11,RAD51AP1,RIF1,SMARCB1,TRRAP,FUS,CEBPG,RUVBL2,ATM,ACTL6A,MMS19
GO:0031396	regulation of protein ubiquitination	0.00003278545765766315	0.00003278545765766315	+1	RPS3,BRCA1,UBE2C,CDC20,PLK1,RPL5,MAD2L1,UBE2S,HSP90AB1,KDM1A,U2AF2,CENPX,PTEN,FANCI,RPS7,RPS2,DCUN1D5,BUB1B,MTA1,FBXO5,AMER1,RPL23,HSP90AA1,PRMT3,FZR1,CDKN2A,RPL11,IVNS1ABP
GO:1903504	regulation of mitotic spindle checkpoint	0.000033309607485839575	0.000033309607485839575	+1	CCNB1,NDC80,MAD2L1,AURKB,CDT1,BIRC5,TPR,INCENP,CDCA8
GO:1905820	positive regulation of chromosome separation	0.000033309607485839575	0.000033309607485839575	+1	ANAPC5,AURKB,CDT1,DLGAP5,BIRC5,ESPL1,INCENP,CDCA8,ANAPC7
GO:0034508	centromere complex assembly	0.000033309607485839575	0.000033309607485839575	+1	CENPE,DLGAP5,CENPV,NASP,KNTC1,CENPA,CENPF,HJURP,CENPW
GO:0090231	regulation of spindle checkpoint	0.000033309607485839575	0.000033309607485839575	+1	CCNB1,NDC80,MAD2L1,AURKB,CDT1,BIRC5,TPR,INCENP,CDCA8
GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint	0.000033309607485839575	0.000033309607485839575	+1	CCNB1,NDC80,MAD2L1,AURKB,CDT1,BIRC5,TPR,INCENP,CDCA8
GO:0000022	mitotic spindle elongation	0.00003631855645058839	0.00003631855645058839	+1	KIF4A,AURKB,BIRC5,INCENP,KIF23,RACGAP1,CDCA8
GO:0090267	positive regulation of mitotic cell cycle spindle assembly checkpoint	0.00003631855645058839	0.00003631855645058839	+1	NDC80,MAD2L1,AURKB,BIRC5,TPR,INCENP,CDCA8
GO:0090232	positive regulation of spindle checkpoint	0.00003631855645058839	0.00003631855645058839	+1	NDC80,MAD2L1,AURKB,BIRC5,TPR,INCENP,CDCA8
GO:0051255	spindle midzone assembly	0.00003631855645058839	0.00003631855645058839	+1	KIF4A,AURKB,BIRC5,INCENP,KIF23,RACGAP1,CDCA8
